timestamp,turbidity_raw,pH,alkalinity_mgL,hardness_mgL,temperature_C,flow_rate_m3s,coagulant_dose_mgL,turbidity_after_coagulation,turbidity_after_sedimentation,turbidity_after_filtration,turbidity_final,compliance_flag,chemical_cost,energy_consumption_kWh,total_cost,scenario_type,season,rainfall_intensity_mm_hr,TSS_mgL,DOC_mgL,conductivity_uScm,mixing_intensity_G_s,flocculation_time_min
3/23/2020 9:00,21.215,7.563,130.73,144.05,23.69,1.5193,5.0,18.259919719857603,11.88061973303506,4.301,12.459930039938921,1,0.0033,0.3798,0.3831,under_dose,Summer,0.0,45.7,3.73,244.96,771.61,21.49
3/23/2020 10:00,18.015,7.643,130.86,145.9,21.82,1.5084,16.304,11.046180854557374,6.533120785451207,1.04,6.4949256099679955,1,0.0106,0.3771,0.3877,normal,Summer,0.0,39.47,3.17,249.12,765.44,26.26
3/23/2020 11:00,22.664,7.565,130.83,148.67,22.98,1.4966,5.0,19.507085577697513,11.544137848380945,5.729,10.82627407890031,1,0.0032,0.3741,0.3774,under_dose,Summer,0.0,46.0,3.67,244.92,758.23,26.23
3/23/2020 12:00,16.893,7.513,129.39,152.01,23.36,1.4792,13.374,11.309910027187954,6.6318203886897935,1.369,7.24619753413589,1,0.0085,0.3698,0.3784,normal,Summer,0.0,40.83,3.27,244.18,707.47,26.69
3/23/2020 13:00,22.603,7.452,130.98,148.66,23.6,1.488,18.813,12.85448324084721,8.340245403613457,1.303,8.472483700246194,1,0.0121,0.372,0.3841,normal,Summer,0.0,57.49,3.85,246.09,716.78,21.63
3/23/2020 14:00,20.262,7.399,130.3,148.76,24.88,1.5273,5.0,17.439665018324522,10.622211259142258,5.685,11.352795252748152,1,0.0033,0.3818,0.3851,under_dose,Summer,0.0,48.23,3.51,252.62,730.87,24.79
3/23/2020 15:00,15.798,7.354,131.36,146.51,23.66,1.4834,14.678,10.1710286425809,6.362003539914964,2.007,6.234871973933096,1,0.0094,0.3709,0.3803,normal,Summer,0.0,26.7,3.26,250.85,721.86,23.46
3/23/2020 16:00,102.733,7.419,130.62,146.16,23.39,1.504,51.319,22.033486055197613,11.169237969334171,0.01,10.574889290632072,1,0.0333,0.376,0.4093,storm_event,Summer,0.0,218.63,10.02,242.92,769.55,33.97
3/23/2020 17:00,76.293,7.497,130.62,147.87,24.58,1.5513,36.693,25.375678881694842,12.95382603156182,0.01,13.038358786294733,1,0.0246,0.3878,0.4124,normal,Summer,0.0,168.97,8.0,242.79,791.44,33.62
3/23/2020 18:00,71.4,7.516,130.88,148.63,23.17,1.5728,39.29,21.96824209572207,12.236188962703084,0.45,12.395913654662978,1,0.0267,0.3932,0.4199,normal,Summer,0.0,162.02,6.9,244.99,817.08,29.26
3/23/2020 19:00,59.302,7.564,128.83,145.69,25.29,1.5783,5.813,49.81185621233332,28.063029453034122,13.294,28.28834529570353,0,0.004,0.3946,0.3985,under_dose,Summer,0.0,129.27,5.8,245.98,744.09,28.69
3/23/2020 20:00,51.369,7.604,128.2,145.34,23.26,1.5878,29.465,21.222986808242315,12.564619370191814,0.01,12.190251277458131,1,0.0202,0.397,0.4172,normal,Summer,0.0,113.51,6.31,247.42,784.15,26.21
3/23/2020 21:00,46.525,7.602,128.45,144.3,23.54,1.6084,5.988,38.8749390451719,22.473791375783804,10.396,22.120017578093247,0,0.0042,0.4021,0.4062,under_dose,Summer,0.0,102.65,5.52,249.6,786.77,27.4
3/23/2020 22:00,41.469,7.646,128.5,146.16,23.67,1.5133,26.874,18.517683865707532,10.461754304927451,1.179,10.165507527095205,1,0.0176,0.3783,0.3959,normal,Summer,0.0,89.8,5.64,252.58,729.57,28.55
3/23/2020 23:00,34.696,7.681,128.53,144.71,24.35,1.4517,5.0,29.863123950043803,17.075153694068014,8.724,17.816068235839918,1,0.0031,0.3629,0.3661,under_dose,Summer,0.0,78.55,5.04,245.56,716.03,27.95
3/24/2020 0:00,32.199,7.71,129.43,145.05,24.71,1.4565,19.923,17.712053493884717,10.093033124379804,1.512,9.390609689049695,1,0.0125,0.3641,0.3767,normal,Summer,0.0,72.42,4.47,242.06,751.19,28.12
3/24/2020 1:00,29.189,7.71,128.6,144.42,24.27,1.4583,5.0,25.123205123871013,15.15896226920005,7.382,14.433349134194776,1,0.0032,0.3646,0.3677,under_dose,Summer,0.0,69.21,4.35,239.75,711.35,25.26
3/24/2020 2:00,26.271,7.715,128.66,147.99,23.59,1.4994,5.0,22.611659248662693,14.047798164217207,6.176,13.768189605226704,1,0.0032,0.3748,0.3781,under_dose,Summer,0.0,52.45,4.55,241.33,769.94,23.8
3/24/2020 3:00,23.284,7.703,127.28,149.39,23.07,1.4972,13.349,15.600398041480387,9.826633754821957,1.088,9.998620571285405,1,0.0086,0.3743,0.3829,normal,Summer,0.0,42.81,3.91,236.73,733.49,23.11
3/24/2020 4:00,23.183,7.611,126.77,149.15,24.3,1.4764,14.627,14.948474454501161,8.996262843171534,1.726,9.167513240614268,1,0.0093,0.3691,0.3784,normal,Summer,0.0,50.91,3.92,231.41,764.67,25.39
3/24/2020 5:00,26.818,7.605,127.99,148.41,24.45,1.4324,5.0,23.0824665117672,14.174907214207197,6.223,13.766394945530136,1,0.0031,0.3581,0.3612,under_dose,Summer,0.0,56.82,3.28,233.07,787.22,24.38
3/24/2020 6:00,20.373,7.606,127.99,148.4,24.72,1.4201,5.0,17.535203603707703,10.82881346291512,4.589,10.47106808103545,1,0.0031,0.355,0.3581,under_dose,Summer,0.0,41.62,3.65,235.39,733.12,24.1
3/24/2020 7:00,23.594,7.559,127.5,152.79,22.95,1.3985,5.0,20.307543995772814,11.482136070247488,4.903,11.738631602379249,1,0.003,0.3496,0.3527,under_dose,Summer,0.0,47.49,4.87,240.77,727.96,28.51
3/24/2020 8:00,18.71,7.534,126.67,153.95,24.04,1.4083,9.353,14.132373242200343,8.338373224131653,3.307,7.983366174779304,1,0.0057,0.3521,0.3578,normal,Summer,0.0,46.12,3.57,244.23,683.4,26.38
3/24/2020 9:00,17.791,7.568,125.28,154.57,23.03,1.4286,15.315,11.237346178274722,6.783157567451923,2.157,6.84536423321615,1,0.0095,0.3572,0.3666,process_upset,Summer,0.0,38.55,4.01,237.82,740.91,25.24
3/24/2020 10:00,28.019,7.611,126.23,155.93,24.13,1.3947,16.901,16.875331001640983,10.176212119714924,0.735,9.165697627192861,1,0.0102,0.3487,0.3588,normal,Summer,0.0,73.35,4.42,242.01,708.54,25.29
3/24/2020 11:00,21.03,7.525,128.33,157.07,23.56,1.4198,14.444,13.634863288226944,8.035184730992963,1.101,9.118684646715217,1,0.0089,0.355,0.3638,normal,Summer,0.0,44.98,3.5,240.97,689.18,26.44
3/24/2020 12:00,20.996,7.49,127.88,158.38,23.46,1.3447,12.527,14.418641866270741,8.826176808992814,2.128,7.87621751754496,1,0.0073,0.3362,0.3434,normal,Summer,0.0,42.88,3.74,239.26,703.17,24.54
3/24/2020 13:00,20.947,7.53,126.04,159.72,25.06,1.3843,5.0,18.029249982175685,10.352162530420037,4.497,10.587339086408607,1,0.003,0.3461,0.3491,under_dose,Summer,0.0,50.78,4.61,238.66,749.25,27.74
3/24/2020 14:00,22.89,7.466,127.56,157.74,24.92,1.3589,5.0,19.701605580369574,11.346395699331872,4.905,10.377431379024255,1,0.0029,0.3397,0.3427,under_dose,Summer,0.0,60.37,4.81,244.61,686.0,27.59
3/24/2020 15:00,20.331,7.46,126.63,155.12,24.18,1.3922,5.0,17.49905386869785,10.207745703713702,4.345,11.007906957928402,1,0.003,0.3481,0.3511,under_dose,Summer,0.0,42.24,3.61,237.16,759.83,26.95
3/24/2020 16:00,21.3,7.399,126.99,156.5,23.54,1.3717,11.521,15.075592912949203,9.22832051618905,1.706,9.3416138297486,1,0.0068,0.3429,0.3498,normal,Summer,0.0,51.21,3.1,233.77,766.69,24.54
3/24/2020 17:00,16.566,7.357,127.48,157.21,24.6,1.3792,11.546,11.716198859822859,7.303636699919942,1.488,7.338794324910774,1,0.0069,0.3448,0.3517,normal,Summer,0.0,30.12,3.74,231.81,761.55,23.63
3/24/2020 18:00,21.628,7.377,128.58,156.1,24.74,1.3642,17.509,12.790705463787079,7.040778676563191,1.782,7.7572419577449745,1,0.0103,0.341,0.3514,normal,Summer,0.0,46.33,4.04,227.09,696.69,29.85
3/24/2020 19:00,18.536,7.411,128.31,154.71,24.0,1.3856,15.572,11.61799032871302,7.722628513658965,0.036,7.325589323511955,1,0.0093,0.3464,0.3557,normal,Summer,0.0,35.26,3.7,221.27,741.83,20.42
3/24/2020 20:00,20.789,7.465,128.73,155.73,24.66,1.3572,5.0,17.893258121900526,10.265861784915232,5.438,9.035477053951238,1,0.0029,0.3393,0.3422,under_dose,Summer,0.0,48.0,3.52,218.53,741.95,27.78
3/24/2020 21:00,14.804,7.606,128.36,156.73,24.03,1.3134,16.669,8.97845137279201,5.534644932080132,0.661,5.913834229929684,1,0.0095,0.3284,0.3378,normal,Summer,0.0,31.52,2.41,207.97,684.91,24.19
3/24/2020 22:00,20.654,7.594,126.33,153.71,23.59,1.3327,5.0,17.777062545083144,10.18085509612221,4.941,9.377929248504019,1,0.0029,0.3332,0.3361,under_dose,Summer,0.0,42.11,3.2,209.98,736.25,27.87
3/24/2020 23:00,13.456,7.585,125.88,153.79,24.25,1.3178,13.485,8.97887955373561,5.2744536642002995,0.811,4.971664315968046,1,0.0077,0.3295,0.3371,normal,Summer,0.0,34.79,2.8,213.12,696.7,26.6
3/25/2020 0:00,18.516,7.647,126.23,153.52,23.28,1.3705,10.464,13.527372471911226,8.255793721709573,2.432,8.059414858737485,1,0.0062,0.3426,0.3488,normal,Summer,0.0,34.78,3.78,215.09,734.61,24.69
3/25/2020 1:00,14.934,7.701,125.2,152.98,23.4,1.3862,10.344,10.949792350012359,7.019700073929327,2.524,7.399099389936063,1,0.0062,0.3465,0.3527,normal,Summer,0.0,43.24,2.55,213.9,742.41,22.23
3/25/2020 2:00,20.776,7.724,125.27,150.8,22.88,1.4218,18.203,12.033669040215687,7.560281873572362,0.865,7.924535379066929,1,0.0112,0.3555,0.3666,normal,Summer,0.0,48.71,3.77,217.72,685.73,23.24
3/25/2020 3:00,19.363,7.7,125.51,149.41,25.39,1.4595,12.581,13.275683167573735,8.128155552593231,2.842,8.742844523840285,1,0.0079,0.3649,0.3728,normal,Summer,0.0,47.53,2.11,214.29,755.94,24.53
3/25/2020 4:00,17.258,7.733,126.82,148.78,23.75,1.4463,11.117,12.36371290898123,7.908718860205671,2.034,8.3663838104469,1,0.0069,0.3616,0.3685,normal,Summer,0.0,44.39,4.51,216.99,723.54,22.34
3/25/2020 5:00,22.769,7.699,125.86,145.07,25.22,1.4468,5.0,19.59745991522214,11.583711863545977,5.457,11.542296176555025,1,0.0031,0.3617,0.3648,under_dose,Summer,0.0,54.46,4.16,218.08,734.47,26.29
3/25/2020 6:00,16.938,7.662,126.08,147.19,22.62,1.457,8.481,13.133019330429443,7.731706631475146,2.413,8.31555545441447,1,0.0053,0.3643,0.3696,normal,Summer,0.0,28.36,3.09,209.36,735.94,26.49
3/25/2020 7:00,11.6,7.673,124.96,147.06,26.16,1.4339,7.603,9.23421029776479,5.300043871219059,2.394,5.5008112469366,1,0.0047,0.3585,0.3632,normal,Summer,0.0,17.38,3.17,210.67,718.43,27.76
3/25/2020 8:00,20.461,7.773,122.75,145.91,24.0,1.4161,15.476,12.861529355512745,7.327545735331257,1.58,7.714626064528993,1,0.0095,0.354,0.3635,normal,Summer,0.0,40.01,3.28,211.69,672.63,28.13
3/25/2020 9:00,14.759,7.753,122.26,143.89,24.4,1.4182,7.913,11.640181863574185,7.519224940293006,2.715,7.777403658455626,1,0.0048,0.3545,0.3594,normal,Summer,0.0,30.28,3.01,221.6,725.98,21.85
3/25/2020 10:00,17.012,7.751,121.7,144.41,23.2,1.4548,11.716,11.970424437648191,7.191062801226206,1.149,7.51440029860246,1,0.0074,0.3637,0.3711,normal,Summer,0.0,44.22,2.82,218.86,697.72,25.48
3/25/2020 11:00,17.881,7.667,122.03,141.05,24.04,1.4571,15.846,11.115701925264078,6.705705268046785,1.519,7.109225590445164,1,0.01,0.3643,0.3742,process_upset,Summer,0.0,32.24,4.0,219.42,785.98,25.27
3/25/2020 12:00,15.614,7.619,123.18,142.53,23.65,1.4674,9.567,11.718372949746563,6.796161365381373,1.735,6.800880444425745,1,0.0061,0.3668,0.3729,normal,Summer,0.0,29.41,3.58,228.09,705.95,27.24
3/25/2020 13:00,17.939,7.634,123.28,144.17,23.43,1.4873,13.767,11.869440996645332,7.591028684031703,2.005,7.8943391956485165,1,0.0088,0.3718,0.3807,normal,Summer,0.0,36.47,3.87,230.2,787.77,22.35
3/25/2020 14:00,15.66,7.656,122.61,142.87,23.92,1.5224,12.01,10.922334074495812,6.684622174535945,2.131,6.490443215706748,1,0.0079,0.3806,0.3885,normal,Summer,0.0,34.93,4.05,233.14,762.74,24.55
3/25/2020 15:00,19.579,7.75,121.78,138.35,22.82,1.5433,15.348,12.35446533454524,7.808536538628894,1.166,7.234181879786915,1,0.0102,0.3858,0.3961,normal,Summer,0.0,45.74,3.97,227.27,746.22,22.94
3/25/2020 16:00,16.101,7.692,122.93,137.19,25.73,1.5351,15.29,10.17752015623104,6.2788157123643344,1.643,7.032890630157169,1,0.0101,0.3838,0.3939,normal,Summer,0.0,30.38,2.69,226.0,721.9,24.15
3/25/2020 17:00,19.248,7.695,123.6,136.61,23.96,1.5254,11.354,13.691663708953461,8.211923300899306,2.359,7.624566025936432,1,0.0075,0.3814,0.3888,normal,Summer,0.0,50.27,3.28,228.38,745.03,25.56
3/25/2020 18:00,22.077,7.669,122.7,136.39,25.12,1.4382,5.0,19.001849995536002,11.213701093816677,4.812,11.702622573291915,1,0.0031,0.3595,0.3626,under_dose,Summer,0.0,51.21,3.53,225.18,727.69,26.37
3/25/2020 19:00,21.128,7.68,121.32,140.01,26.5,1.4134,5.0,18.185038125908623,11.203196899140886,5.133,11.166173654037602,1,0.0031,0.3534,0.3564,under_dose,Summer,0.0,47.74,3.38,228.79,716.84,24.22
3/25/2020 20:00,18.968,7.649,120.43,140.71,23.61,1.431,14.877,12.13924204008204,7.547703529868856,1.414,6.99987062119552,1,0.0092,0.3578,0.367,normal,Summer,0.0,42.47,3.27,235.06,705.11,23.76
3/25/2020 21:00,16.7,7.56,121.42,144.14,24.46,1.4021,8.172,13.069074569415013,7.558318308058969,1.788,7.353021204707705,1,0.0049,0.3505,0.3555,normal,Summer,0.0,29.3,2.87,244.79,709.84,27.38
3/25/2020 22:00,19.57,7.59,120.47,145.74,24.55,1.3767,16.181,12.044014100984917,7.278812868573363,1.583,7.285236276468988,1,0.0096,0.3442,0.3538,normal,Summer,0.0,42.45,4.58,252.69,749.59,25.18
3/25/2020 23:00,17.433,7.552,120.93,146.54,23.17,1.4057,14.852,11.165235321255766,6.79648088805079,1.0,7.03950070059575,1,0.009,0.3514,0.3604,normal,Summer,0.0,38.74,3.34,252.18,704.82,24.82
3/26/2020 0:00,19.831,7.539,122.61,146.81,25.01,1.3734,14.254,12.9309850076777,8.241862664591622,1.024,7.55307771859704,1,0.0085,0.3433,0.3518,normal,Summer,0.0,47.69,3.79,250.91,770.9,22.52
3/26/2020 1:00,15.04,7.541,121.8,142.88,25.42,1.349,12.148,10.446566068487316,6.466747766421242,1.797,5.851106357822011,1,0.0071,0.3372,0.3443,normal,Summer,0.0,36.96,3.53,250.28,766.09,23.98
3/26/2020 2:00,21.346,7.539,121.42,138.78,23.99,1.3252,5.0,18.372672464769284,10.576815286427642,5.322,10.398229270103183,1,0.0029,0.3313,0.3342,under_dose,Summer,0.0,54.23,4.29,244.21,710.27,27.61
3/26/2020 3:00,19.411,7.39,121.38,140.32,24.68,1.2855,8.864,14.878540139523386,8.852677146361655,2.324,8.639983857298928,1,0.0049,0.3214,0.3263,normal,Summer,0.0,44.05,3.86,243.35,705.99,25.96
3/26/2020 4:00,24.849,7.313,119.77,140.2,24.43,1.265,5.0,21.38773250618626,14.362455003928705,8.083,14.62986544614904,1,0.0027,0.3163,0.319,under_dose,Summer,0.0,48.6,3.89,240.78,656.01,19.91
3/26/2020 5:00,22.593,7.302,119.06,142.3,24.17,1.1833,5.0,19.44597531137133,11.996802114170679,5.455,11.508834572552825,1,0.0026,0.2958,0.2984,under_dose,Summer,0.0,55.59,3.95,232.98,659.76,24.15
3/26/2020 6:00,20.743,7.422,119.24,139.19,25.15,1.258,5.0,17.85366555498497,10.16356066964062,4.451,10.185666688886359,1,0.0027,0.3145,0.3172,under_dose,Summer,0.0,54.04,3.46,235.54,714.6,28.17
3/26/2020 7:00,19.018,7.376,118.27,139.87,23.78,1.2512,14.502,12.308940879880732,6.92076213802087,1.873,6.380170402783979,1,0.0078,0.3128,0.3206,normal,Summer,0.0,44.83,3.58,228.62,679.04,28.79
3/26/2020 8:00,17.504,7.36,120.42,140.82,24.03,1.2551,5.835,14.693121017126643,8.98520581280354,4.899,9.45044372475019,1,0.0032,0.3138,0.3169,under_dose,Summer,0.0,46.8,4.08,224.32,625.76,24.59
3/26/2020 9:00,21.684,7.43,119.92,139.57,23.2,1.1928,14.672,13.963051487792201,7.687646281182425,1.757,7.425721488730859,1,0.0076,0.2982,0.3058,normal,Summer,0.0,49.1,2.96,230.69,679.03,29.84
3/26/2020 10:00,18.754,7.467,119.75,137.47,23.95,1.1681,11.361,13.337465940997516,8.201992093501907,1.98,8.638247126729407,1,0.0057,0.292,0.2977,normal,Summer,0.0,39.12,4.1,230.51,688.58,24.31
3/26/2020 11:00,22.249,7.489,119.17,135.43,25.1,1.1718,5.0,19.14989176748111,11.106128396792888,5.485,11.598759015846507,1,0.0025,0.2929,0.2955,under_dose,Summer,0.0,46.28,3.86,231.75,763.89,27.24
3/26/2020 12:00,20.33,7.495,118.94,134.06,24.24,1.1328,16.729,12.307731321513712,7.333314728323961,1.861,6.786231957983791,1,0.0082,0.2832,0.2914,normal,Summer,0.0,37.93,3.08,238.15,660.29,25.89
3/26/2020 13:00,20.348,7.4,118.22,133.12,23.83,1.1611,15.488,12.785895214249347,7.548452889466838,1.58,7.2362721904926355,1,0.0078,0.2903,0.298,normal,Summer,0.0,43.81,3.6,242.69,675.48,26.35
3/26/2020 14:00,20.814,7.323,116.15,131.94,22.83,1.1686,16.801,12.573555482439339,7.761656960316115,1.688,8.181355710453152,1,0.0085,0.2921,0.3006,normal,Summer,0.0,39.72,3.15,250.5,698.18,24.12
3/26/2020 15:00,17.029,7.281,115.81,132.62,23.1,1.1593,12.054,11.86149895528877,7.200120579571369,1.317,7.477518178329486,1,0.006,0.2898,0.2959,normal,Summer,0.0,49.7,3.34,250.49,710.9,24.96
3/26/2020 16:00,16.772,7.265,117.64,132.37,23.24,1.1604,12.156,11.646792605907171,6.735761228986111,1.195,6.594743684374699,1,0.0061,0.2901,0.2962,normal,Summer,0.0,32.51,3.11,256.97,676.44,27.38
3/26/2020 17:00,16.686,7.33,119.28,129.92,24.37,1.1456,7.667,13.257455116156594,7.507931870882308,3.541,8.65053180964328,1,0.0038,0.2864,0.2902,normal,Summer,0.0,42.18,3.55,251.74,698.5,28.43
3/26/2020 18:00,21.946,7.335,118.23,131.08,25.77,1.0891,14.384,14.25438944582328,7.890542501208219,1.658,8.331006752048873,1,0.0068,0.2723,0.279,normal,Summer,0.0,40.91,3.35,253.25,668.26,29.57
3/26/2020 19:00,16.963,7.307,116.64,128.76,24.82,1.0982,15.879,10.534593928428277,6.2818498644888745,1.14,6.248640755747221,1,0.0075,0.2745,0.2821,normal,Summer,0.0,35.14,3.22,243.61,706.9,25.85
3/26/2020 20:00,17.275,7.297,114.6,128.12,24.23,1.0599,9.226,13.098272740632012,7.414817549228055,3.428,8.057256978628152,1,0.0042,0.265,0.2692,normal,Summer,0.0,36.92,3.58,245.01,693.42,28.45
3/26/2020 21:00,20.672,7.369,113.66,126.13,24.95,1.0632,5.0,17.792555288658797,10.439327113006744,5.152,8.731888228142783,1,0.0023,0.2658,0.2681,under_dose,Summer,0.0,43.9,3.6,251.43,706.67,26.66
3/26/2020 22:00,18.698,7.378,113.13,124.83,23.91,1.0989,15.229,11.840745195318913,6.933374019847111,1.353,7.167543451391653,1,0.0072,0.2747,0.2819,normal,Summer,0.0,40.94,3.55,250.78,696.75,26.76
3/26/2020 23:00,18.378,7.414,113.57,123.88,22.07,1.0977,18.441,10.568990583569319,6.24464500370494,3.314,6.573851389530307,1,0.0087,0.2744,0.2832,process_upset,Summer,0.0,45.18,3.84,248.78,676.31,26.31
3/27/2020 0:00,18.316,7.392,113.19,123.04,25.06,1.1045,9.494,13.776372606019049,8.317443989181706,2.114,9.205603975095954,1,0.0045,0.2761,0.2807,normal,Summer,0.0,48.67,2.77,249.91,714.75,25.23
3/27/2020 1:00,13.668,7.297,114.1,122.65,25.21,1.0749,14.135,8.944218395830028,5.338834305291347,1.308,5.217212065002285,1,0.0066,0.2687,0.2753,normal,Summer,0.0,31.38,3.74,241.1,620.31,25.8
3/27/2020 2:00,17.065,7.334,114.72,122.65,23.56,1.0338,13.632,11.336975844542952,7.087052887151353,1.899,7.6246138508190375,1,0.0061,0.2585,0.2645,normal,Summer,0.0,36.56,3.02,229.3,609.36,23.49
3/27/2020 3:00,22.436,7.354,115.1,124.8,24.56,1.0678,15.242,14.202341020901912,8.438518935607568,5.384,8.979095620215645,1,0.007,0.2669,0.274,process_upset,Summer,0.0,44.28,3.35,234.57,718.57,26.03
3/27/2020 4:00,18.134,7.405,115.0,122.81,25.33,1.0976,15.234,11.481862647148755,6.68033829495691,1.532,6.122058351391737,1,0.0072,0.2744,0.2816,normal,Summer,0.0,39.29,3.4,237.02,698.22,27.08
3/27/2020 5:00,14.731,7.411,116.01,117.11,23.37,1.1383,11.31,10.49243075609945,6.718427450665928,2.47,7.225644667902667,1,0.0056,0.2846,0.2901,normal,Summer,0.0,25.32,2.78,232.41,646.12,22.29
3/27/2020 6:00,16.962,7.534,116.67,115.04,25.46,1.2067,9.82,12.633797294945696,8.412978289194822,2.664,8.774473904704127,1,0.0051,0.3017,0.3068,normal,Summer,0.0,36.28,3.25,227.54,711.69,20.33
3/27/2020 7:00,20.382,7.486,115.22,117.31,25.18,1.1929,5.0,17.542949975495528,10.659506876275564,3.959,10.441357969247905,1,0.0026,0.2982,0.3008,under_dose,Summer,0.0,56.91,3.27,231.48,736.48,24.91
3/27/2020 8:00,20.332,7.432,115.78,118.68,25.5,1.206,13.327,13.631536921978137,8.089654309666313,1.825,8.067488966293727,1,0.0069,0.3015,0.3084,normal,Summer,0.0,53.54,3.46,228.0,762.1,26.09
3/27/2020 9:00,18.747,7.424,115.22,117.16,26.13,1.2426,6.01,15.654113714707139,9.80148338085251,4.325,9.840498682244984,1,0.0032,0.3107,0.3139,under_dose,Summer,0.0,42.91,4.03,222.33,682.58,23.41
3/27/2020 10:00,17.759,7.411,116.16,116.51,23.81,1.3042,9.89,13.199677924987073,8.054189812813371,2.348,7.782912872563306,1,0.0056,0.326,0.3316,normal,Summer,0.0,44.24,3.96,225.55,665.73,24.7
3/27/2020 11:00,15.977,7.403,116.84,112.59,25.15,1.3395,16.116,9.851957713209686,6.108432465917971,0.995,6.482577503331308,1,0.0093,0.3349,0.3442,normal,Summer,0.0,32.28,1.98,215.14,734.99,23.9
3/27/2020 12:00,20.403,7.4,118.58,110.95,23.48,1.3134,19.932,11.220269830410956,6.797276035153782,0.37,6.910580142661393,1,0.0113,0.3284,0.3397,normal,Summer,0.0,40.71,3.36,209.48,713.33,25.06
3/27/2020 13:00,21.577,7.386,116.59,109.47,23.99,1.3655,5.0,18.571496007323475,12.52877417049169,6.228,12.881403536190572,1,0.0029,0.3414,0.3443,under_dose,Summer,0.0,43.38,3.6,216.49,678.15,19.68
3/27/2020 14:00,22.704,7.361,116.91,111.08,26.02,1.3931,14.961,14.493657217048748,8.621948648320563,2.192,8.837720208105775,1,0.009,0.3483,0.3573,normal,Summer,0.0,48.95,3.43,217.67,696.82,25.97
3/27/2020 15:00,16.706,7.314,116.27,110.84,25.09,1.4024,10.45,12.21015443563421,6.749496681048729,2.483,7.087100245590321,1,0.0063,0.3506,0.3569,normal,Summer,0.0,41.97,3.73,217.01,725.08,29.64
3/27/2020 16:00,22.896,7.346,118.42,108.76,23.98,1.3886,13.721,15.170188555983756,9.428454796383791,1.738,8.703077680528883,1,0.0082,0.3472,0.3554,normal,Summer,0.0,44.74,2.97,218.91,695.5,23.78
3/27/2020 17:00,19.341,7.408,115.4,106.04,23.76,1.4365,13.702,12.822060897355657,7.986616434025369,1.858,7.380123585003729,1,0.0085,0.3591,0.3676,normal,Summer,0.0,45.6,4.08,225.65,701.53,23.67
3/27/2020 18:00,19.549,7.575,115.86,107.83,24.47,1.5211,15.202,12.38968329813977,7.253355099954561,1.874,6.736133164985978,1,0.01,0.3803,0.3903,normal,Summer,0.0,47.38,4.02,228.18,757.0,26.77
3/27/2020 19:00,21.716,7.592,116.43,107.65,23.87,1.5161,11.573,15.34606847842031,9.720716366785654,2.932,9.067021154040233,1,0.0076,0.379,0.3866,normal,Summer,0.0,48.91,3.74,226.6,749.38,22.83
3/27/2020 20:00,18.13,7.646,114.31,105.81,23.06,1.5212,12.446,12.480757082544738,7.273139378157239,1.018,7.572833633935195,1,0.0082,0.3803,0.3885,normal,Summer,0.0,36.58,3.31,222.54,740.03,27.0
3/27/2020 21:00,14.073,7.654,114.86,107.87,24.38,1.5367,9.874,10.465017917314173,6.615650090952131,1.833,6.317554701595049,1,0.0066,0.3842,0.3907,normal,Summer,0.0,33.08,3.34,220.97,763.5,22.93
3/27/2020 22:00,21.244,7.687,112.87,109.45,23.44,1.5044,21.407,11.177071613019612,7.023519899509344,0.174,6.90564740116054,1,0.0139,0.3761,0.39,normal,Summer,0.0,47.7,3.57,215.99,785.14,23.23
3/27/2020 23:00,20.354,7.679,112.18,108.54,24.05,1.5051,11.473,14.426798049470143,8.854160422296282,2.33,9.867377217239707,1,0.0075,0.3763,0.3837,normal,Summer,0.0,48.44,3.17,216.37,741.46,24.41
3/28/2020 0:00,18.735,7.661,112.63,106.22,26.04,1.5242,10.99,13.473077462858132,8.868391446518638,2.261,8.626304453089386,1,0.0072,0.381,0.3883,normal,Summer,0.0,47.2,3.55,213.84,638.57,20.91
3/28/2020 1:00,21.192,7.646,111.69,109.24,24.26,1.5822,5.0,18.240123436399823,11.219168088882656,5.594,10.150907452944361,1,0.0034,0.3956,0.399,under_dose,Summer,0.0,40.74,3.98,227.4,742.77,24.3
3/28/2020 2:00,21.703,7.738,111.81,110.57,23.47,1.5762,12.906,14.735661375413185,9.261541466219722,1.619,8.838037823195975,1,0.0088,0.394,0.4028,normal,Summer,0.0,49.95,3.25,229.1,790.05,23.22
3/28/2020 3:00,15.855,7.822,111.84,110.37,25.16,1.59,12.62,10.857812945492809,6.865335492306115,1.276,7.615369187223136,1,0.0087,0.3975,0.4062,normal,Summer,0.0,37.94,3.74,225.73,786.18,22.92
3/28/2020 4:00,19.692,7.774,112.42,107.98,24.75,1.5693,15.749,12.27718254435325,7.7071036991540955,1.596,7.689570798497732,1,0.0107,0.3923,0.403,normal,Summer,0.0,45.72,4.03,229.82,745.95,23.28
3/28/2020 5:00,13.942,7.794,111.39,108.94,25.44,1.5955,14.58,9.002531963642875,5.5795373851219185,0.861,5.096333415046059,1,0.01,0.3989,0.4089,normal,Summer,0.0,33.2,3.13,225.36,727.93,23.92
3/28/2020 6:00,19.326,7.775,112.36,106.96,24.63,1.5906,14.207,12.61947605957274,8.145302164930468,2.088,7.844500045099413,1,0.0098,0.3977,0.4074,normal,Summer,0.0,40.83,3.42,239.96,731.05,21.89
